0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.17,0.17,0.05,-0.00,-0.00
0.29,0.29,0.05,0.84,1.16
4.37,4.37,2.43,12.92,11.28
15.07,15.07,16.86,28.88,28.44
19.87,19.87,22.36,34.06,30.86
24.34,24.34,31.16,37.84,37.81
23.70,23.70,29.48,35.90,37.08
27.66,27.66,34.13,40.06,37.75
26.87,26.87,30.70,43.60,39.54
29.83,29.83,32.62,40.50,43.75
31.03,31.03,34.52,43.16,44.40
28.75,28.75,38.33,38.53,46.45
30.83,30.83,40.22,45.68,49.79
29.93,29.93,39.08,42.49,43.46
30.39,30.39,38.16,41.33,44.44
31.85,31.85,42.03,40.92,50.47
33.32,33.32,39.12,40.91,47.98
33.29,33.29,37.76,45.71,46.49
35.25,35.25,36.57,44.25,41.29
28.87,28.87,34.28,40.58,44.80
32.81,32.81,39.90,43.33,46.18
30.08,30.08,35.96,44.66,48.67
28.98,28.98,44.85,43.93,48.04
31.59,31.59,42.77,42.55,44.97
31.22,31.22,38.22,41.21,45.18
31.18,31.18,40.63,35.50,44.12
33.55,33.55,39.65,39.52,43.93
31.85,31.85,44.11,41.92,43.97
30.36,30.36,39.63,41.41,44.01
30.53,30.53,44.71,41.82,46.31
29.18,29.18,38.91,41.93,48.84
28.10,28.10,56.22,38.84,49.57
22.75,22.75,58.71,26.00,37.98
8.72,8.72,75.48,13.22,34.08
11.41,11.41,70.12,9.48,36.78
25.81,25.81,57.85,22.76,38.82
28.46,28.46,56.26,28.91,41.25
28.59,28.59,47.73,32.74,39.68
25.99,25.99,39.78,38.08,38.87
25.48,25.48,36.66,38.03,42.38
24.80,24.80,36.21,42.26,38.29
25.93,25.93,39.61,39.28,40.88
25.41,25.41,37.05,35.39,39.01
23.91,23.91,33.31,37.41,37.73
26.67,26.67,33.36,37.90,36.71
25.15,25.15,34.12,36.30,35.10
27.49,27.49,40.31,31.04,36.06
26.87,26.87,36.25,35.42,35.61
26.15,26.15,35.85,40.71,42.52
24.22,24.22,34.95,36.10,33.79
15.36,15.36,40.65,35.47,28.16
11.74,11.74,39.19,24.87,22.12
11.25,11.25,54.23,15.40,14.64
10.92,10.92,81.91,1.35,6.81
8.84,8.84,77.47,5.18,10.37
11.10,11.10,71.23,9.38,19.67
20.32,20.32,67.87,25.33,28.24
25.75,25.75,63.59,25.83,33.06
21.45,21.45,38.86,21.63,25.29
13.26,13.26,31.42,9.92,17.33
7.68,7.68,26.76,9.99,10.65
6.34,6.34,26.06,19.66,18.00
8.56,8.56,40.17,32.30,25.93
11.20,11.20,69.30,40.18,28.99
10.66,10.66,66.00,29.25,24.97
16.17,16.17,65.15,29.23,26.09
21.07,21.07,62.84,27.09,28.20
17.01,17.01,42.58,13.97,21.63
13.22,13.22,31.54,5.38,17.95
14.09,14.09,25.97,3.25,14.20
10.96,10.96,27.10,10.15,12.82
8.87,8.87,30.36,22.97,20.31
9.91,9.91,39.42,30.00,30.86
10.50,10.50,73.23,42.68,33.52
6.62,6.62,68.71,34.27,30.24
9.60,9.60,66.47,28.87,31.83
16.80,16.80,63.35,24.52,30.76
23.34,23.34,53.15,18.87,30.29
17.21,17.21,36.10,10.13,22.37
15.00,15.00,30.62,2.99,14.55
11.08,11.08,29.32,10.93,10.84
12.09,12.09,27.96,18.83,17.04
12.10,12.10,36.10,30.80,20.42
11.53,11.53,71.62,45.48,24.00
9.89,9.89,62.07,29.22,22.29
18.86,18.86,55.83,26.73,24.07
22.40,22.40,44.08,16.88,23.04
17.28,17.28,30.03,4.06,18.20
15.96,15.96,23.04,1.28,15.06
6.06,6.06,15.67,0.99,7.61
0.91,0.91,18.81,3.20,13.44
2.46,2.46,19.19,3.96,18.04
11.45,11.45,41.49,11.96,21.05
13.16,13.16,92.87,19.27,17.37
9.89,9.89,88.84,20.64,12.35
6.35,6.35,85.09,18.45,18.88
5.82,5.82,81.25,14.47,17.93
3.99,3.99,76.43,9.48,18.61
3.23,3.23,73.64,3.98,22.34
3.31,3.31,73.78,13.29,23.87
2.61,2.61,71.23,6.80,26.17
4.84,4.84,67.97,15.50,27.35
11.91,11.91,64.87,24.07,28.42
8.43,8.43,42.53,27.07,22.18
5.35,5.35,28.24,13.44,12.10
1.21,1.21,26.13,4.50,11.69
0.17,0.17,23.40,0.31,11.16
0.17,0.17,20.79,0.01,11.01
0.17,0.17,17.50,-0.00,9.81
0.17,0.17,12.76,-0.00,6.72
0.31,0.31,9.99,-0.00,1.81
1.17,1.17,14.48,-0.00,2.20
6.54,6.54,37.15,-0.00,4.23
16.80,16.80,81.43,-0.00,7.37
15.42,15.42,76.73,1.65,9.81
22.29,22.29,71.45,9.36,16.03
25.48,25.48,66.08,22.88,25.37
25.37,25.37,65.35,29.41,29.35
28.70,28.70,60.32,39.59,34.92
26.21,26.21,62.77,38.55,36.30
23.03,23.03,64.64,41.58,41.13
27.31,27.31,66.02,38.05,44.26
30.29,30.29,61.63,39.44,40.83
21.94,21.94,38.98,21.02,27.41
14.85,14.85,24.21,11.25,14.55
6.53,6.53,23.41,2.30,10.48
5.48,5.48,13.74,0.14,9.45
3.41,3.41,9.15,-0.00,5.25
0.17,0.17,16.84,0.38,9.95
0.17,0.17,17.60,3.95,11.69
0.18,0.18,19.06,9.76,9.20
1.25,1.25,21.40,14.52,10.04
5.14,5.14,45.34,24.70,11.65
11.30,11.30,74.37,25.16,11.13
8.51,8.51,68.21,16.87,11.16
9.64,9.64,66.94,18.01,14.01
18.86,18.86,62.70,21.41,26.11
26.47,26.47,51.64,17.65,23.55
13.93,13.93,29.34,9.89,16.00
9.13,9.13,18.45,0.35,5.95
10.36,10.36,9.69,-0.00,2.56
3.63,3.63,6.81,-0.00,0.88
0.49,0.49,5.91,-0.00,0.21
0.17,0.17,4.88,-0.00,0.01
0.17,0.17,3.93,-0.00,0.00
0.17,0.17,3.99,-0.00,0.34
0.17,0.17,5.61,-0.00,1.57
0.17,0.17,4.70,-0.00,1.10
0.52,0.52,1.54,-0.00,0.80
3.32,3.32,2.31,0.13,3.28
7.48,7.48,10.39,6.50,10.74
15.52,15.52,27.08,19.00,27.21
34.60,34.60,46.09,32.83,39.49
36.79,36.79,70.52,37.58,42.47
28.93,28.93,70.20,31.86,34.10
31.14,31.14,66.07,29.24,33.63
29.96,29.96,60.66,27.45,30.38
24.69,24.69,43.26,14.46,20.77
12.28,12.28,24.96,4.90,11.61
8.68,8.68,20.50,-0.00,8.37
5.28,5.28,12.04,-0.00,2.87
11.00,11.00,16.46,0.69,5.52
27.99,27.99,35.18,7.31,17.02
38.95,38.95,54.70,15.35,24.72
34.53,34.53,53.89,13.94,23.61
30.84,30.84,47.42,14.22,23.13
26.03,26.03,36.77,12.86,19.70
11.57,11.57,17.74,7.25,10.01
